Channels,Name,Function,Range/Arg1,Res/Arg2,NPLC,Channel Delay (Seconds),Scale,Function,Gain (M),Offset (B),Label,Test,Low,High,Delta,After N,Alarm,,,,,,,,,,,,,,,,,,,,,,,
101,T1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
102,T2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
103,T3,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
104,T4,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
105,T5,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
106,T6,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
107,T7,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
108,T8,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
109,T9,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
110,T10,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
111,V_aire,DC Voltage,Auto,5.5,1,0.0005,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
112,Flux_1,DC Voltage,Auto,5.5,1,0.0006,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
113,Flux_2,DC Voltage,Auto,5.5,1,0.0006,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
115,T_pared1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
116,T_aire,DC Voltage,Auto,5.5,1,0.0005,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
118,T_ext1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
119,T_pared2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
120,T_ext2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
121,P_diff,DC Current,Auto,5.5,1,0,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
201,T11,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
202,T12,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
203,T13,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
204,T14,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
205,T15,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
206,T16,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
207,T17,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
208,T18,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
209,T19,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
210,T20,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
211,T21,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
212,T22,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
213,T23,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
214,T24,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
215,T25,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
216,T26,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
217,T27,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
218,T28,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
219,T29,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
220,T30,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Control Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Data Logging,Immediately with Start Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Interval,00:00:00:10.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Data Logging,Immediately with Stop Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unstrained Infomation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channels,Offset,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Date/Time:,23-10-2019 12:59:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Temperature:,"31,34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Calibration ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Date/Time:,23-10-2019 12:45:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Temperature:,"31,34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Sweep Time (Sec),Scan Number,101 (°C)- T1,102 (°C)- T2,103 (°C)- T3,104 (°C)- T4,105 (°C)- T5,106 (°C)- T6,107 (°C)- T7,108 (°C)- T8,109 (°C)- T9,110 (°C)- T10,111 (Vdc)- V_aire,112 (Vdc)- Flux_1,113 (Vdc)- Flux_2,115 (°C)- T_pared1,116 (Vdc)- T_aire,118 (°C)- T_ext1,119 (°C)- T_pared2,120 (°C)- T_ext2,121 (Adc)- P_diff,201 (°C)- T11,202 (°C)- T12,203 (°C)- T13,204 (°C)- T14,205 (°C)- T15,206 (°C)- T16,207 (°C)- T17,208 (°C)- T18,209 (°C)- T19,210 (°C)- T20,211 (°C)- T21,212 (°C)- T22,213 (°C)- T23,214 (°C)- T24,215 (°C)- T25,216 (°C)- T26,217 (°C)- T27,218 (°C)- T28,219 (°C)- T29,220 (°C)- T30
2024-12-18 09:26:54.522,1,22.2381189,23.2342988,23.4393586,23.4906112,23.5483266,24.4745486,24.7137768,25.0039141,24.9880272,25.3147834,0.205247921,-1.38811E-06,-9.63309E-07,24.1716061,0.040872909,21.794807,24.4704267,21.6462559,0.004410689,25.5924064,25.5125133,25.1745353,23.7828779,23.864018,24.0480337,24.293617,25.7616329,25.8500639,25.7603717,25.4402496,23.7754941,23.8259103,23.9303382,24.0597059,24.7351197,24.9405938,25.1401456,25.0245573,25.1735258
2024-12-18 09:27:04.526,2,22.207261,23.1878263,23.4042777,23.4713852,23.5345053,24.4478267,24.6965666,24.9853304,24.9939379,25.3068343,0.208661605,-2.11221E-06,-1.51961E-06,24.1615061,0.040874336,21.7984239,24.4626342,21.64375,0.004489295,25.5832062,25.5117785,25.1704624,23.7748044,23.8567057,24.0425749,24.299009,25.7628149,25.8488336,25.7522558,25.4260369,23.7727077,23.8127797,23.9451735,24.0607429,24.7308929,24.9355506,25.1491781,25.0346912,25.1698673
2024-12-18 09:27:14.526,3,22.1971211,23.1591991,23.3687604,23.4615216,23.5254566,24.4504983,24.6760082,24.9733001,24.9628117,25.270183,0.20695004,-1.22979E-06,-3.55E-07,24.1842465,0.040873142,21.7832323,24.4712733,21.6471744,0.004388551,25.5750214,25.5148197,25.1659057,23.7791597,23.877484,24.0552471,24.2887377,25.7715806,25.8557212,25.7576097,25.4362278,23.7777639,23.8108405,23.9484384,24.0558624,24.7264004,24.9374745,25.1327459,25.0348435,25.1781448
2024-12-18 09:27:24.526,4,22.1914102,23.1414164,23.3640839,23.4338007,23.5142373,24.451075,24.6800449,24.976977,24.9565302,25.2788523,0.208166829,-1.28618E-06,-5.78725E-07,24.1722189,0.040876307,9.9E+37,24.461372,21.6641418,0.004435367,25.5761962,25.5126033,25.1613492,23.7625649,23.8443209,24.0560266,24.2925456,25.7626551,25.8468351,25.7700054,25.4348744,23.7801804,23.8258246,23.9469326,24.0641087,24.7392809,24.9289308,25.141126,25.0355531,25.1793967
2024-12-18 09:27:34.526,5,22.187653,23.1213972,23.350502,23.4335484,23.504443,24.4430676,24.688293,24.9661774,24.958517,25.2828629,0.206471271,-1.07748E-06,-8.90043E-07,24.1754979,0.04087369,21.7528002,24.4673559,21.6387636,0.004402609,25.5939073,25.5023088,25.1619127,23.7670189,23.8458512,24.0535369,24.2961462,25.7561734,25.8474301,25.746555,25.4182463,23.7735826,23.8113124,23.9468191,24.0496144,24.736593,24.9239206,25.1100999,25.0178047,25.1599179
2024-12-18 09:27:44.526,6,22.1690245,23.097959,23.3386342,23.4180555,23.4907765,24.4411676,24.682423,24.9769233,24.9635247,25.3334963,0.207681807,-2.76581E-06,-1.51314E-06,24.1826824,0.040871671,21.7818189,24.504433,21.6658219,0.004392554,25.5945393,25.5027488,25.1718443,23.7497461,23.8430907,24.0325548,24.2932085,25.7500168,25.8495247,25.7503803,25.4423533,23.7692489,23.8086547,23.9322641,24.0426486,24.7226392,24.9255769,25.1143516,25.0104175,25.1694922
2024-12-18 09:27:54.526,7,22.1480606,23.0710392,23.3044986,23.3828693,23.4675284,24.4365917,24.6611787,24.9518708,24.951802,25.28022,0.206469905,-2.12862E-06,-1.24319E-06,24.1778956,0.041105709,21.7670308,24.488551,21.648652,0.004420716,25.5870874,25.5084169,25.1766801,23.7501602,23.827932,24.0511932,24.284686,25.746532,25.8529764,25.7479563,25.412276,23.7679285,23.8034164,23.9171787,24.0587663,24.7137504,24.926145,25.1131725,25.0085155,25.1577967
2024-12-18 09:28:04.526,8,22.1475889,23.0314655,23.2812364,23.3895023,23.4538797,24.4188163,24.654963,24.9349994,24.9370385,25.2722034,0.204516904,-7.03761E-07,-5.69249E-07,24.1880183,0.041108631,21.7775268,24.4860461,21.6617983,0.004449889,25.5745436,25.4945748,25.1657825,23.7315822,23.8304035,24.022537,24.276271,25.7614932,25.8528469,25.7472992,25.418647,23.7670329,23.8090261,23.9314237,24.0264287,24.7076341,24.9264226,25.0962955,24.9942743,25.1510764
2024-12-18 09:28:14.526,9,22.1215337,23.0098445,23.2498207,23.3689739,23.4504038,24.3949098,24.6467237,24.9454539,24.9290453,25.2648439,0.204273165,-2.87606E-06,-1.66776E-06,24.1850243,0.041110732,21.7992762,24.4866592,21.6710953,0.004359007,25.5746959,25.4969042,25.1532813,23.7280245,23.8271643,24.0082386,24.283876,25.7367039,25.8491561,25.7443029,25.418954,23.7379172,23.7977586,23.9186535,24.0375586,24.6959148,24.8993153,25.0897314,25.0099271,25.1337756
2024-12-18 09:28:24.526,10,22.118644,23.0081283,23.2446263,23.364905,23.4460785,24.4183342,24.6390217,24.9446561,24.9399581,25.2671681,0.203072045,-6.46443E-07,-7.97133E-07,24.1948778,0.040876855,9.9E+37,24.4890627,21.6914674,0.004419119,25.5626179,25.490162,25.1476516,23.722134,23.8263556,24.0148162,24.2652855,25.7468489,25.839735,25.7314731,25.3939991,23.7469967,23.7834281,23.9298717,24.0085561,24.6819235,24.8991929,25.0743972,24.979539,25.1257078
2024-12-18 09:28:34.526,11,22.1152246,22.9721646,23.2178853,23.3250294,23.4305296,24.4114576,24.6356833,24.9141548,24.9270059,25.2897265,0.204519707,-2.81342E-06,-1.37378E-06,24.1828181,0.041108913,21.7879915,24.4904311,21.6733809,0.00438145,25.5644954,25.4732047,25.1543546,23.7124502,23.8190565,24.0075814,24.274199,25.7395111,25.8151361,25.7298038,25.4082874,23.7331754,23.790821,23.9022441,24.0089007,24.6709997,24.8898799,25.0705231,24.9789329,25.1226007
2024-12-18 09:28:44.526,12,22.1020278,22.9556761,23.2020784,23.31908,23.4102974,24.4142703,24.6434068,24.9240789,24.9179007,25.2712322,0.206947901,-1.21038E-06,-1.11885E-06,24.1957992,0.041106753,21.7772964,24.5018769,21.6419735,0.004448304,25.5737747,25.4969983,25.162352,23.7086915,23.8060021,24.0112361,24.2499714,25.7372488,25.8259621,25.7428746,25.4204555,23.7288909,23.7882657,23.9150202,24.0124386,24.674666,24.8809988,25.0808306,24.9881038,25.1395555
2024-12-18 09:28:54.526,13,22.1107921,22.9293737,23.1695914,23.2959257,23.3975739,24.3942843,24.6181267,24.9112084,24.9172272,25.2316261,0.203063166,-8.55607E-07,-3.11319E-07,24.189147,0.041104312,9.9E+37,24.4812263,21.6091078,0.004403172,25.5583726,25.4592456,25.1332056,23.6798201,23.7955549,24.0005354,24.2453575,25.7339066,25.8324364,25.7159511,25.4084363,23.7384733,23.7906089,23.899548,23.9929503,24.6831183,24.8736224,25.0590562,24.9917553,25.1249164
2024-12-18 09:29:04.526,14,22.1055596,22.9179339,23.1506656,23.273126,23.3873241,24.3959614,24.6233312,24.9219532,24.9150524,25.2447834,0.20815924,-3.06696E-06,-1.36754E-06,24.189645,0.041104622,21.7692854,24.5183708,21.6199096,0.004385132,25.561158,25.4804477,25.1314515,23.6743605,23.7906794,23.9885928,24.2552936,25.7283574,25.8124924,25.7277131,25.401649,23.7115885,23.7682742,23.8965583,23.986058,24.682131,24.8636029,25.0588901,24.9461006,25.1257942
2024-12-18 09:29:14.526,15,22.0821086,22.8815965,23.1307404,23.2528022,23.3747934,24.3979784,24.6263206,24.8800613,24.9007122,25.237572,0.208156814,-2.62414E-06,-1.59219E-06,24.1858761,0.041105502,21.7685722,24.4984521,21.6413053,0.004390455,25.5502594,25.4798453,25.1371486,23.6790721,23.7763755,23.9907123,24.243295,25.7223943,25.8270192,25.7194766,25.3993583,23.7203529,23.7759936,23.9030662,23.9871325,24.6750732,24.8684266,25.0561192,24.9629365,25.1164678
2024-12-18 09:29:24.526,16,22.0867288,22.8690301,23.1243337,23.2487684,23.3608989,24.3792421,24.6043198,24.8983452,24.8836998,25.2308786,0.208157542,-2.02739E-06,-1.01508E-06,24.2057444,0.041102456,21.7657346,24.5019619,21.6439355,0.004456409,25.5619259,25.4812255,25.1356218,23.6757724,23.7606068,23.9881526,24.2491387,25.7113155,25.8352509,25.7384343,25.3880872,23.7031962,23.764127,23.8759883,23.9823324,24.661865,24.8617011,25.0475461,24.9515807,25.1120675
2024-12-18 09:29:34.526,17,22.0785699,22.8396766,23.0785158,23.2374553,23.3306431,24.3553282,24.5902917,24.8916516,24.8751029,25.2708558,0.203302193,-1.54758E-06,-4.16016E-07,24.2020963,0.041101852,21.754298,24.5074786,21.6539304,0.004470283,25.5418324,25.4713535,25.1250757,23.6451409,23.7621991,23.9703985,24.2144466,25.7181434,25.8168503,25.716607,25.3846541,23.7059572,23.7584856,23.8887045,23.9730857,24.6560867,24.8405885,25.0260149,24.9428027,25.1119917
2024-12-18 09:29:44.526,18,22.0793439,22.8230537,23.0807946,23.2141451,23.340698,24.3655813,24.5841844,24.8825131,24.8732015,25.2308321,0.208154642,-5.32501E-07,-7.21095E-07,24.2384335,0.041102121,21.7392619,24.5094832,21.6571069,0.004388156,25.5440456,25.4584189,25.1201924,23.6457383,23.7378198,23.9682967,24.2209289,25.701024,25.8185933,25.7274311,25.3982307,23.6943937,23.7697498,23.8735959,23.9654177,24.6723087,24.8431286,25.0453512,24.9477012,25.1157764
2024-12-18 09:29:54.526,19,23.2413772,22.8296212,23.0525003,23.1845037,23.2973153,24.3622361,24.5630859,24.872684,24.875609,25.2208692,0.203792662,-8.22325E-07,-6.72328E-07,24.1976179,0.074516863,9.9E+37,24.4995743,21.661856,0.004387472,25.5325053,25.4588178,25.1181238,23.63429,23.7547665,23.9541598,24.197866,25.7063147,25.8055756,25.719264,25.3731729,23.6859898,23.7335467,23.8711676,23.9601353,24.6562571,24.8195752,25.0341552,24.926877,25.1139583
2024-12-18 09:30:04.526,20,29.9067862,23.094975,23.0702261,23.1950595,23.3086369,24.3644538,24.5771577,24.860145,24.852326,25.2235539,0.208900971,-2.96435E-06,-1.34604E-06,24.1933341,0.134268634,21.7489265,24.5211382,21.6517046,0.004353305,25.5302808,25.4624458,25.1018123,23.6499871,23.7386343,23.9540043,24.2095854,25.711829,25.8156999,25.7189102,25.3806314,23.6963594,23.7455831,23.8722811,23.9587103,24.6397694,24.8301291,25.0198718,24.9382605,25.1811237
2024-12-18 09:30:14.526,21,39.0238852,23.7694566,23.2020938,23.2431747,23.4039341,24.3539408,24.5763381,24.8514222,24.8502465,25.2194518,0.230145092,-1.41376E-06,-1.0546E-06,24.2090573,0.180859699,21.7334448,24.5144935,21.6555633,0.004364132,25.54066,25.4578512,25.0970546,23.7855723,23.804719,23.9656889,24.1987284,25.7089051,25.8139901,25.7278811,25.3770978,23.716487,23.7513365,23.873609,23.9570173,24.6269326,24.8244234,25.0210199,24.9487291,25.2414258
2024-12-18 09:30:24.526,22,48.2648486,24.7970012,23.399496,23.3499322,23.5235637,24.3471018,24.5660965,24.8502029,24.8555278,25.2171631,0.230617173,-5.06615E-07,-7.92511E-07,24.1978901,0.215480196,21.7515635,24.5241007,21.664871,0.004307845,25.5146352,25.4448544,25.1188709,23.894925,23.8403169,23.9654327,24.2078303,25.7002713,25.7890999,25.7097713,25.3503213,23.7326862,23.7729062,23.8741668,23.9437173,24.6409774,24.8059751,25.0015143,24.9082292,25.3010929
2024-12-18 09:30:34.526,23,56.8559214,26.0068462,23.6954773,23.5386904,23.6677835,24.3403659,24.5675651,24.8500083,24.8468695,25.2147715,0.227451113,-2.34333E-06,-1.5737E-06,24.2177236,0.241097059,21.7467306,24.5283479,21.6839615,0.004394476,25.5193683,25.4438948,25.1125711,24.0852243,23.9131909,23.9910158,24.2086109,25.6878084,25.805357,25.6937504,25.3681754,23.7823076,23.8025849,23.8882693,23.9656281,24.6169298,24.8206094,25.002065,24.9048758,25.4047157
2024-12-18 09:30:44.526,24,64.6440161,27.3816003,24.093746,23.762042,23.8857491,24.3671495,24.5775337,24.8486533,24.845351,25.2105206,0.244295365,-2.89778E-06,-2.15358E-06,24.2173277,0.261582993,21.7561122,24.5305563,21.6837094,0.004377113,25.5061305,25.4430091,25.0868741,24.310767,24.004462,23.9950853,24.2077019,25.6893946,25.7809181,25.7009081,25.3594129,23.8425414,23.8511112,23.9082011,23.9820465,24.6341863,24.8185068,25.0211584,24.9053836,25.4874772
2024-12-18 09:30:54.526,25,70.8927332,28.8416864,24.5678628,24.0651258,24.1280614,24.3787503,24.5779827,24.8274445,24.8399479,25.1977763,0.246494463,-1.03426E-06,-1.13757E-06,24.2099123,0.271812529,9.9E+37,24.5321023,21.6892776,0.004395919,25.5217833,25.4616509,25.1212569,24.5765101,24.0983129,24.0255152,24.2276996,25.6962471,25.809395,25.7108868,25.3886067,23.9153922,23.8947759,23.9251538,24.0062238,24.6304366,24.8054476,25.0030231,24.9298865,25.5719457
2024-12-18 09:31:04.526,26,76.0884294,30.4121778,25.1324707,24.4145604,24.387863,24.3975407,24.5913903,24.8371254,24.8398996,25.1905316,0.249920427,-2.50303E-06,-1.7334E-06,24.2107857,0.279877143,21.7402345,24.5343625,21.7056293,0.004382747,25.5153215,25.4476508,25.1271613,24.8440351,24.2203776,24.066875,24.245341,25.6920387,25.8006482,25.7087029,25.3834231,23.9935226,23.9648152,23.9642502,24.0599351,24.6396253,24.8120669,24.9990431,24.9181066,25.6303756
2024-12-18 09:31:14.558,27,80.2148417,32.1014504,25.7749349,24.8062604,24.6922265,24.4098826,24.5796975,24.8055868,24.8309917,25.2042781,0.255252747,-2.33062E-06,-1.08118E-06,24.2156546,0.286192191,21.7569803,24.543519,21.7061689,0.004442253,25.4940706,25.4525491,25.134954,25.1496734,24.3337557,24.0981136,24.2700594,25.6741856,25.7838066,25.7153846,25.3908708,24.0974352,24.0159233,23.9880384,24.1018209,24.6402609,24.7980552,25.0012015,24.9341211,25.6865345
2024-12-18 09:31:24.560,28,83.7776938,33.7321725,26.4694743,25.2441764,25.0185927,24.422982,24.5830635,24.8153271,24.8491846,25.1816971,0.247732107,-1.26885E-06,-1.09366E-06,24.2000634,0.294245927,9.9E+37,24.5501444,21.6856983,0.004392604,25.4974893,25.4273445,25.162312,25.4524878,24.4781809,24.1452863,24.2819633,25.6872278,25.7732285,25.7037686,25.3917707,24.1901079,24.0959558,24.0073643,24.1757616,24.6440838,24.7962423,24.983812,24.927027,25.7566945
2024-12-18 09:31:34.522,29,87.0542889,35.4099818,27.2345323,25.7430347,25.3873854,24.4465216,24.5873752,24.810018,24.8415094,25.1753623,0.245040019,-1.48818E-06,-1.68209E-06,24.208346,0.299122902,9.9E+37,24.5197393,21.6430086,0.004380639,25.4926242,25.4300921,25.1748499,25.7867672,24.6113412,24.1998052,24.3095012,25.6782657,25.7802454,25.7018649,25.3935025,24.3081614,24.171164,24.0730146,24.263509,24.6447438,24.7913801,24.9800982,24.9256339,25.8138303
2024-12-18 09:31:44.549,30,90.0793898,37.1044588,28.0592601,26.2674179,25.7896131,24.4652703,24.599165,24.7944978,24.8462962,25.1923501,0.255738085,-2.82706E-06,-2.36436E-06,24.2155731,0.303018197,21.7578488,24.5329871,21.6376792,0.004361752,25.4943457,25.4320727,25.2032667,26.1342331,24.7916722,24.2519446,24.355357,25.6885969,25.791455,25.6830482,25.4174283,24.4345381,24.2768865,24.1037737,24.3633606,24.6243349,24.8053174,24.9637513,24.9300415,25.8939011
