Channels,Name,Function,Range/Arg1,Res/Arg2,NPLC,Channel Delay (Seconds),Scale,Function,Gain (M),Offset (B),Label,Test,Low,High,Delta,After N,Alarm,,,,,,,,,,,,,,,,,,,,,,,
101,T1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
102,T2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
103,T3,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
104,T4,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
105,T5,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
106,T6,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
107,T7,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
108,T8,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
109,T9,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
110,T10,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
111,V_aire,DC Voltage,Auto,5.5,1,0.0005,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
112,Flux_1,DC Voltage,Auto,5.5,1,0.0006,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
113,Flux_2,DC Voltage,Auto,5.5,1,0.0006,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
115,T_pared1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
116,T_aire,DC Voltage,Auto,5.5,1,0.0005,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
118,T_ext1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
119,T_pared2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
120,T_ext2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
121,P_diff,DC Current,Auto,5.5,1,0,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
201,T11,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
202,T12,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
203,T13,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
204,T14,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
205,T15,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
206,T16,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
207,T17,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
208,T18,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
209,T19,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
210,T20,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
211,T21,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
212,T22,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
213,T23,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
214,T24,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
215,T25,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
216,T26,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
217,T27,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
218,T28,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
219,T29,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
220,T30,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Control Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Data Logging,Immediately with Start Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Interval,00:00:00:10.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Data Logging,Immediately with Stop Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unstrained Infomation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channels,Offset,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Date/Time:,23-10-2019 12:59:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Temperature:,"31,34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Calibration ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Date/Time:,23-10-2019 12:45:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Temperature:,"31,34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Sweep Time (Sec),Scan Number,101 (°C)- T1,102 (°C)- T2,103 (°C)- T3,104 (°C)- T4,105 (°C)- T5,106 (°C)- T6,107 (°C)- T7,108 (°C)- T8,109 (°C)- T9,110 (°C)- T10,111 (Vdc)- V_aire,112 (Vdc)- Flux_1,113 (Vdc)- Flux_2,115 (°C)- T_pared1,116 (Vdc)- T_aire,118 (°C)- T_ext1,119 (°C)- T_pared2,120 (°C)- T_ext2,121 (Adc)- P_diff,201 (°C)- T11,202 (°C)- T12,203 (°C)- T13,204 (°C)- T14,205 (°C)- T15,206 (°C)- T16,207 (°C)- T17,208 (°C)- T18,209 (°C)- T19,210 (°C)- T20,211 (°C)- T21,212 (°C)- T22,213 (°C)- T23,214 (°C)- T24,215 (°C)- T25,216 (°C)- T26,217 (°C)- T27,218 (°C)- T28,219 (°C)- T29,220 (°C)- T30
2024-12-23 08:52:10.998,1,24.8778911,25.2595452,25.3052545,25.2886634,25.2736457,25.4525146,25.5244057,25.5869557,25.5367043,25.5764959,0.213797797,-3.32351E-07,-9.677E-07,24.9562324,0.047212424,9.9E+37,25.0336564,24.0550507,0.004497283,25.6781655,25.6334924,25.5220872,25.3173268,25.3248041,25.3597992,25.4022578,25.6877134,25.6985665,25.6625698,25.5435493,25.2881734,25.2929499,25.3251193,25.3502838,25.5131969,25.5578921,25.6201024,25.5434497,25.5353102
2024-12-23 08:52:20.988,2,24.8581087,25.2272674,25.2958584,25.2635491,25.2438633,25.442701,25.5137556,25.5769222,25.5187503,25.5920883,0.216483662,-1.60097E-06,-1.80274E-06,25.0017158,0.046832861,24.0326714,25.021991,24.0502249,0.004525318,25.6775268,25.6441358,25.5403076,25.3276322,25.3406211,25.3594236,25.401183,25.7038959,25.6938917,25.6716744,25.5390959,25.2890189,25.3071584,25.3329653,25.3599733,25.5038186,25.5632734,25.6108487,25.5308245,25.5274839
2024-12-23 08:52:30.988,3,24.8412937,25.2246973,25.2930144,25.2788577,25.261416,25.4433135,25.5293111,25.5701131,25.5268611,25.5642078,0.217467708,-1.25729E-07,-2.31813E-07,24.9519816,0.047215619,9.9E+37,25.0285304,24.0355837,0.004442818,25.6950949,25.6566298,25.5539523,25.3441,25.3372093,25.3569917,25.4161233,25.6907004,25.6993105,25.6560255,25.5439079,25.2812078,25.3120733,25.3261605,25.3491969,25.5117732,25.557183,25.5953541,25.5564243,25.5239466
2024-12-23 08:52:40.988,4,24.8433116,25.1979329,25.2882134,25.266885,25.2285024,25.4334847,25.5188151,25.5708376,25.5236851,25.6038712,0.218209652,-2.11336E-06,-2.09672E-06,24.9546456,0.047215141,24.0092327,25.0337074,23.9995743,0.004500102,25.7057104,25.6559168,25.5486829,25.3304786,25.341622,25.3670761,25.4038429,25.7026795,25.7093528,25.6764015,25.5596311,25.310506,25.2977933,25.3318263,25.3391989,25.510426,25.5733786,25.6025183,25.5539453,25.5369513
2024-12-23 08:52:50.988,5,24.8411701,25.1974347,25.2692373,25.2599947,25.2380248,25.4545275,25.5072167,25.5727756,25.5242158,25.5680228,0.214286531,-1.28503E-06,-1.00653E-06,24.9379697,0.047214211,9.9E+37,25.0274376,23.9886006,0.00451966,25.6828231,25.6345588,25.5497353,25.3327071,25.3394473,25.3640634,25.4152408,25.7011551,25.7080887,25.6649521,25.5473734,25.2948435,25.3200613,25.3479337,25.3602356,25.5198887,25.568839,25.6134049,25.5551783,25.5323231
2024-12-23 08:53:00.988,6,24.8265752,25.192735,25.2658611,25.2678589,25.2465944,25.4334894,25.5067924,25.5747814,25.5217178,25.5757813,0.217468304,-5.7156E-07,-8.48673E-07,24.9432235,0.04721703,9.9E+37,25.0311233,23.9980865,0.00453884,25.6928635,25.6616519,25.5276346,25.3453468,25.3462212,25.3763153,25.4067226,25.704641,25.7112146,25.6633022,25.5438954,25.3051608,25.3166044,25.3423991,25.3539223,25.5226145,25.5835563,25.6205881,25.561161,25.5390674
2024-12-23 08:53:10.988,7,24.8194301,25.1752884,25.2606882,25.2508891,25.2350812,25.4228605,25.5088911,25.5677862,25.5273287,25.6146037,0.222573268,-1.57439E-06,-1.93147E-06,24.998861,0.046895207,24.0124425,25.049937,24.0029243,0.004479382,25.6966512,25.6500019,25.554757,25.3353506,25.3467211,25.3754982,25.4173532,25.7026653,25.7143625,25.6585944,25.539985,25.2914945,25.3145391,25.3311228,25.3412402,25.5113515,25.5574291,25.5968171,25.5357051,25.5327181
2024-12-23 08:53:20.988,8,24.8215526,25.16941,25.2512285,25.2319188,25.2242376,25.4233571,25.5026129,25.564334,25.5266561,25.5701719,0.215013165,-1.33125E-07,-2.27653E-07,24.9323988,0.047215095,9.9E+37,25.0273742,23.9824648,0.004512225,25.6874893,25.6529951,25.523326,25.3216289,25.3395795,25.3847706,25.4017417,25.7173472,25.7033842,25.6543033,25.5464281,25.2998956,25.3132974,25.3528264,25.3571638,25.5424217,25.5593617,25.6027605,25.5599396,25.5285021
2024-12-23 08:53:30.988,9,24.8210961,25.1629291,25.2553484,25.254176,25.2348684,25.4276863,25.5076835,25.5648942,25.5155718,25.5824104,0.217463958,-1.18172E-06,-1.22748E-06,24.9677162,0.047214967,23.9781364,25.0355055,23.9790058,0.004506461,25.6956262,25.6599865,25.5445563,25.3247506,25.335295,25.39154,25.4239673,25.7089481,25.705186,25.6741035,25.5508513,25.3254906,25.3209683,25.3469855,25.3573465,25.5186499,25.5722468,25.6155151,25.5419688,25.5591222
2024-12-23 08:53:40.988,10,24.8114614,25.1272911,25.2268783,25.2383988,25.2210767,25.4349656,25.4942741,25.5793238,25.5298648,25.5665477,0.219420002,-2.30357E-06,-1.0063E-06,24.9535902,0.047215899,23.9695103,25.0529194,23.9734563,0.004428171,25.7078064,25.6504252,25.5541958,25.318692,25.3423305,25.3866679,25.4210962,25.7126486,25.7025524,25.6734931,25.5495846,25.2866009,25.3187721,25.3274814,25.3493974,25.5027198,25.5722544,25.6090967,25.5381513,25.5289746
2024-12-23 08:53:50.988,11,24.8182393,25.1264837,25.2328754,25.2401039,25.2260324,25.4294428,25.509932,25.5694195,25.5284846,25.5613402,0.217463221,-7.73328E-07,-3.82042E-07,24.9419744,0.04721668,9.9E+37,25.0286083,23.9598582,0.004467192,25.7200219,25.6552773,25.5586804,25.3166982,25.3423949,25.379144,25.4232327,25.7037749,25.7209144,25.6636558,25.5460155,25.2895356,25.3181171,25.3486778,25.3368941,25.5091674,25.5583138,25.6054042,25.5630657,25.5531357
2024-12-23 08:54:00.988,12,24.7788947,25.1161693,25.1907954,25.2107074,25.2117967,25.4228173,25.4985513,25.5379057,25.5162834,25.5681149,0.217459557,-1.23164E-06,-9.85496E-07,24.9463809,0.047213582,23.9334189,25.0374969,23.9621769,0.00448677,25.7161294,25.6624321,25.5358529,25.3203555,25.3297909,25.3783013,25.4051834,25.6992233,25.7141194,25.6832248,25.5528333,25.3115548,25.3102323,25.3363425,25.3590817,25.5030061,25.5523176,25.6021245,25.5408308,25.531443
2024-12-23 08:54:10.988,13,24.8114766,25.1114737,25.1895938,25.2269171,25.2028342,25.4195865,25.5037401,25.5604609,25.5138463,25.5604805,0.216958969,-1.04096E-06,-7.34269E-07,24.9614152,0.0472114,9.9E+37,25.0349927,23.9656148,0.004511579,25.70704,25.6687246,25.5465228,25.3094259,25.3455727,25.3672922,25.4113687,25.7007678,25.7101095,25.6582094,25.5450584,25.3067938,25.306324,25.3384025,25.3419153,25.5085501,25.5572262,25.6009975,25.5483254,25.5274496
2024-12-23 08:54:20.988,14,24.8094888,25.1031112,25.2001241,25.2039006,25.1987952,25.4095564,25.4840066,25.564104,25.5090501,25.5741856,0.219892275,-7.47211E-07,-8.25561E-07,24.9634496,0.047448135,9.9E+37,25.0412343,23.9613828,0.004449694,25.6822225,25.6574193,25.5489539,25.3172548,25.3319731,25.3790494,25.4167616,25.712948,25.7194398,25.670279,25.5392497,25.2989993,25.3222726,25.3287336,25.3369799,25.5034415,25.553301,25.5966308,25.546509,25.5189038
2024-12-23 08:54:30.988,15,24.8438412,25.0966022,25.1928387,25.2253396,25.2104781,25.4273215,25.506146,25.5461249,25.5195151,25.5825663,0.215731245,-2.76027E-06,-1.67262E-06,24.9563896,0.047211666,23.9444099,25.0571036,23.960783,0.004465937,25.6942096,25.6566055,25.5456868,25.320918,25.3329537,25.3819203,25.4183267,25.7066519,25.7143609,25.6718401,25.5414563,25.288046,25.3196181,25.3455643,25.3498062,25.5079276,25.5651373,25.59239,25.5469238,25.5259427
2024-12-23 08:54:40.988,16,24.8326176,25.0892115,25.1693853,25.2212601,25.2048777,25.4309925,25.5011189,25.5547415,25.521454,25.552844,0.220864178,-8.62078E-07,-1.11539E-06,24.9564088,0.047210798,9.9E+37,25.048719,23.9384317,0.00454976,25.6815889,25.6496001,25.5271679,25.2954636,25.3267877,25.3512013,25.3912897,25.6935014,25.7205753,25.6602774,25.5341814,25.296121,25.298988,25.3366292,25.3369439,25.5089081,25.559443,25.5896095,25.537434,25.5274506
2024-12-23 08:54:50.988,17,24.8461251,25.0929446,25.1784394,25.1816507,25.1945282,25.4095885,25.5143089,25.5536353,25.5153086,25.5734057,0.219891497,-9.67469E-07,-1.28873E-06,24.9792391,0.047447167,23.9788528,25.0528657,23.9352673,0.004473024,25.6920998,25.6587968,25.5406063,25.3167056,25.3126153,25.3766912,25.4133444,25.6869246,25.7209074,25.6712712,25.5561882,25.3031585,25.3195427,25.3419292,25.3340681,25.5225019,25.5451679,25.6004768,25.5608985,25.534094
2024-12-23 08:55:00.988,18,24.8413005,25.0868672,25.1540478,25.2059614,25.1965817,25.405184,25.4804634,25.5677001,25.5274694,25.5987587,0.218925309,-1.6948E-06,-7.54607E-07,24.9800911,0.047445531,9.9E+37,25.0473479,23.9365855,0.004481797,25.6999374,25.6485173,25.5425968,25.3095345,25.3274917,25.3681193,25.4083553,25.7085195,25.7176197,25.6582592,25.5602844,25.2990034,25.318706,25.3400162,25.3377279,25.5007736,25.5660514,25.6129847,25.5479374,25.5267629
2024-12-23 08:55:10.997,19,26.1517403,25.0944737,25.1589239,25.1943783,25.1983215,25.4099732,25.4829293,25.5604116,25.5219656,25.5820309,0.218939289,-2.46559E-06,-1.00884E-06,24.9578929,0.080108992,24.0266793,25.0542049,23.962414,0.004431588,25.6763042,25.6542137,25.5401653,25.3159733,25.330092,25.3537501,25.4021333,25.6959085,25.7084912,25.645834,25.5380224,25.2936814,25.3001839,25.3211122,25.3298462,25.5059297,25.5540888,25.5893796,25.540595,25.5376926
2024-12-23 08:55:20.983,20,32.9129163,25.3819057,25.1991394,25.2148114,25.2191635,25.4238808,25.504826,25.5480869,25.4996943,25.5676475,0.232095545,-2.15473E-06,-1.26168E-06,24.9729314,0.138657105,9.9E+37,25.0496262,23.9343315,0.004576205,25.6853893,25.6605869,25.5443989,25.3502831,25.3463418,25.3625516,25.4134068,25.7151421,25.7049703,25.6644861,25.5542364,25.3104249,25.3235073,25.3339344,25.3437835,25.5003882,25.5532279,25.6112995,25.5427846,25.6001989
2024-12-23 08:55:31.049,21,42.0032168,26.1381856,25.3288131,25.2694467,25.3056962,25.4235205,25.482352,25.5460491,25.5132405,25.5449956,0.23526806,-1.78748E-06,-1.7928E-06,24.9557385,0.182301815,24.022956,25.049978,23.9202101,0.004446052,25.6955024,25.6663069,25.5362402,25.4474915,25.3889934,25.3863536,25.4192187,25.6981572,25.7127655,25.6674021,25.5463518,25.3269214,25.3183048,25.337836,25.3369675,25.5083218,25.5562868,25.5914065,25.5368728,25.687287
2024-12-23 08:55:41.036,22,51.2130318,27.2048809,25.5677074,25.4074754,25.4470597,25.4115344,25.4746996,25.5458537,25.4963179,25.5664638,0.243082968,-1.26885E-06,-1.14936E-06,24.963489,0.21457129,24.0214818,25.0533551,23.9233004,0.004439109,25.6794432,25.6575707,25.5430542,25.6199284,25.4642081,25.3931343,25.4096108,25.6945626,25.6980724,25.660201,25.5465341,25.3774652,25.357801,25.3593655,25.3578344,25.5050291,25.5591603,25.6005315,25.5476047,25.7835824
2024-12-23 08:55:50.996,23,59.2538124,28.457861,25.9010569,25.5931923,25.6296261,25.442122,25.4853725,25.5307382,25.4953883,25.5467152,0.238924177,-3.25533E-06,-1.85821E-06,24.9649536,0.231549101,24.0352957,25.0585692,23.9148992,0.00439618,25.6920388,25.6552051,25.5442387,25.8252852,25.5474425,25.3969759,25.429716,25.703705,25.7096998,25.6772657,25.5525211,25.4386432,25.4080091,25.3617529,25.3620733,25.513906,25.5443999,25.5921014,25.555104,25.8847514
2024-12-23 08:56:01.013,24,65.8956348,29.8984606,26.3216051,25.849162,25.8467905,25.4285065,25.4887976,25.5428549,25.4889409,25.5325058,0.256964785,-1.66614E-06,-1.79049E-06,24.9773133,0.245728625,9.9E+37,25.0709748,23.9123977,0.004442257,25.691268,25.6474571,25.5436947,26.0757076,25.6649333,25.4611252,25.4375903,25.7045911,25.7072262,25.679355,25.5686569,25.5077001,25.4479586,25.4019864,25.387466,25.5143097,25.5348699,25.5889316,25.5388596,25.9628757
2024-12-23 08:56:10.983,25,71.1898595,31.4632087,26.8447906,26.1624477,26.1028414,25.4752327,25.5032868,25.5303963,25.5065525,25.5497841,0.248701771,-2.54741E-06,-2.07823E-06,24.9536037,0.250128211,24.043747,25.0317138,23.9334399,0.004499157,25.7082771,25.6728289,25.5624885,26.3501142,25.7787105,25.4868042,25.4648046,25.6965634,25.7198441,25.7031862,25.5739901,25.6009703,25.5277194,25.4511907,25.4378886,25.5117566,25.5601911,25.5851682,25.5653674,26.0501798
2024-12-23 08:56:20.984,26,73.9693058,33.0084029,27.416648,26.5403739,26.3777049,25.4804618,25.5049114,25.5082263,25.5038691,25.5365684,0.2581798,-1.18796E-06,-1.74288E-06,24.9549318,0.239593289,9.9E+37,25.0412439,23.9137186,0.00445872,25.6855865,25.6602191,25.5662872,26.6267969,25.9150898,25.5263317,25.4871268,25.7191707,25.6987527,25.6634155,25.5761793,25.6968694,25.5790218,25.4704188,25.4893535,25.5291318,25.5462641,25.6158793,25.5549895,26.1017225
2024-12-23 08:56:30.984,27,74.746551,34.3984222,28.0399179,26.9446155,26.7024814,25.5056775,25.5393725,25.5356852,25.5148229,25.5438094,0.248707217,-1.472E-06,-1.96729E-06,24.9835059,0.223727588,24.0714916,25.053567,23.9256253,0.004489227,25.6943985,25.6557242,25.5839765,26.9235518,26.0116162,25.5728908,25.5195976,25.7119898,25.7215527,25.6710698,25.5950025,25.7979253,25.6613989,25.5077945,25.5423632,25.5388165,25.5523628,25.603867,25.569798,26.1546062
2024-12-23 08:56:40.983,28,75.4925429,35.719915,28.7224529,27.3736817,27.0324199,25.5456837,25.5425722,25.5302554,25.5259483,25.5338904,0.253066342,-2.42191E-06,-2.19818E-06,24.9706082,0.235459744,24.1001749,25.0727329,23.9100476,0.004464154,25.7086593,25.6803591,25.6356459,27.2388947,26.1844238,25.6446143,25.5542732,25.7052485,25.729973,25.6629216,25.5892772,25.9093325,25.7526428,25.5439496,25.6295033,25.5494062,25.5586934,25.589989,25.5759691,26.2057241
2024-12-23 08:56:50.984,29,78.5000514,37.1005299,29.4641725,27.8439098,27.3700961,25.5630308,25.5464425,25.5372573,25.5449207,25.5455759,0.246981388,-6.55919E-07,-1.04836E-06,24.9715126,0.259098667,9.9E+37,25.0400737,23.9387264,0.004388506,25.6823074,25.6673518,25.6435292,27.5384266,26.3196377,25.6741333,25.5958377,25.7060004,25.7195827,25.6790284,25.6216923,26.0255001,25.8438499,25.6105577,25.7165554,25.5510114,25.5651849,25.5954854,25.5905681,26.2557345
2024-12-23 08:57:01.020,30,82.1927309,38.6140615,30.2604681,28.3789698,27.7713803,25.5977526,25.5757757,25.5557322,25.5557579,25.5407945,0.255248632,-2.83053E-06,-2.46074E-06,24.9801934,0.269824665,24.065216,25.0771031,23.9409899,0.004361013,25.6832031,25.6694272,25.6537519,27.8729733,26.4918504,25.7469749,25.6281074,25.7193491,25.7179718,25.6788806,25.6468909,26.1736121,25.932735,25.6687679,25.8241511,25.5750314,25.5807536,25.6115386,25.6115228,26.3357492
