Channels,Name,Function,Range/Arg1,Res/Arg2,NPLC,Channel Delay (Seconds),Scale,Function,Gain (M),Offset (B),Label,Test,Low,High,Delta,After N,Alarm,,,,,,,,,,,,,,,,,,,,,,,
101,T1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
102,T2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
103,T3,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
104,T4,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
105,T5,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
106,T6,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
107,T7,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
108,T8,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
109,T9,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
110,T10,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
111,V_aire,DC Voltage,Auto,5.5,1,0.0005,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
112,Flux_1,DC Voltage,Auto,5.5,1,0.0006,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
113,Flux_2,DC Voltage,Auto,5.5,1,0.0006,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
115,T_pared1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
116,T_aire,DC Voltage,Auto,5.5,1,0.0005,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
118,T_ext1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
119,T_pared2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
120,T_ext2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
121,P_diff,DC Current,Auto,5.5,1,0,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
201,T11,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
202,T12,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
203,T13,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
204,T14,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
205,T15,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
206,T16,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
207,T17,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
208,T18,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
209,T19,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
210,T20,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
211,T21,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
212,T22,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
213,T23,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
214,T24,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
215,T25,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
216,T26,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
217,T27,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
218,T28,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
219,T29,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
220,T30,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Control Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Data Logging,Immediately with Start Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Interval,00:00:00:10.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Data Logging,Immediately with Stop Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unstrained Infomation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channels,Offset,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Date/Time:,23-10-2019 12:59:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Temperature:,"31,34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Calibration ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Date/Time:,23-10-2019 12:45:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Temperature:,"31,34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Sweep Time (Sec),Scan Number,101 (°C)- T1,102 (°C)- T2,103 (°C)- T3,104 (°C)- T4,105 (°C)- T5,106 (°C)- T6,107 (°C)- T7,108 (°C)- T8,109 (°C)- T9,110 (°C)- T10,111 (Vdc)- V_aire,112 (Vdc)- Flux_1,113 (Vdc)- Flux_2,115 (°C)- T_pared1,116 (Vdc)- T_aire,118 (°C)- T_ext1,119 (°C)- T_pared2,120 (°C)- T_ext2,121 (Adc)- P_diff,201 (°C)- T11,202 (°C)- T12,203 (°C)- T13,204 (°C)- T14,205 (°C)- T15,206 (°C)- T16,207 (°C)- T17,208 (°C)- T18,209 (°C)- T19,210 (°C)- T20,211 (°C)- T21,212 (°C)- T22,213 (°C)- T23,214 (°C)- T24,215 (°C)- T25,216 (°C)- T26,217 (°C)- T27,218 (°C)- T28,219 (°C)- T29,220 (°C)- T30
2024-12-16 09:09:28.601,1,21.7412763,22.2824618,22.3896361,22.4296587,22.5121452,23.5936172,23.85006,24.0763617,23.9682666,24.0707736,0.247480029,-1.19235E-06,-1.44589E-06,23.0427995,0.040871011,9.9E+37,23.1838745,21.330741,0.0045287,24.307822,24.2225176,23.952361,22.8661692,23.0094569,23.2193997,23.4189678,24.344965,24.3667001,24.279,24.040454,22.908115,23.0311269,23.1762395,23.2645261,23.8772559,24.0161673,24.1428253,24.0236493,23.9528124
2024-12-16 09:09:38.594,2,21.7297807,22.2526065,22.3844408,22.4249023,22.4967038,23.5955139,23.8420293,24.0553769,23.9731627,24.0941418,0.241372079,-3.40555E-06,-1.95666E-06,23.0483667,0.041100992,21.3083499,23.2084886,21.3395311,0.004520138,24.3162468,24.2289595,23.963988,22.8729141,22.9798776,23.2232408,23.414802,24.3626084,24.377346,24.2812629,24.0651855,22.9030206,23.0240646,23.1815954,23.2457782,23.8762459,24.0365858,24.155057,24.014079,23.979367
2024-12-16 09:09:48.594,3,21.7353737,22.251726,22.372219,22.4304799,22.5015486,23.6061524,23.8344077,24.0620487,23.9687126,24.0988163,0.243074284,-2.37545E-06,-9.52677E-07,23.056921,0.041105684,21.2914095,23.212301,21.3237709,0.004506903,24.3031976,24.2129239,23.949374,22.8412511,22.9864661,23.2059108,23.4140767,24.3600751,24.3616927,24.2697563,24.0405952,22.8822228,23.0132227,23.1494363,23.2469927,23.8607146,24.0143262,24.132274,23.9938496,23.9399903
2024-12-16 09:09:58.594,4,21.7489194,22.2452477,22.358945,22.4248227,22.4858088,23.5942711,23.8298895,24.0484369,23.9549021,24.1010911,0.24820974,-1.03935E-06,-6.30496E-07,23.0816168,0.041104055,9.9E+37,23.2150536,21.3388609,0.004543969,24.2986093,24.1972954,23.947491,22.8403626,22.9740899,23.1850239,23.4019888,24.3596028,24.3726365,24.2738694,24.0434308,22.8951647,23.0014238,23.1587256,23.2344479,23.8649189,24.0187205,24.129165,23.9958006,23.9570974
2024-12-16 09:10:08.594,5,21.7698351,22.2342741,22.3560755,22.4305207,22.4960056,23.604221,23.8201301,24.0571253,23.9697661,24.0877437,0.248952269,-1.77616E-06,-5.48448E-07,23.072277,0.041105205,9.9E+37,23.226203,21.3196939,0.004590728,24.3126268,24.2137558,23.9366843,22.8307279,22.9583504,23.1823178,23.3938189,24.352355,24.3755877,24.2738468,24.0298709,22.8841386,23.0045009,23.1551413,23.2187566,23.8492151,23.9975518,24.1344861,23.9994308,23.9559193
2024-12-16 09:10:18.594,6,21.7740394,22.2204713,22.3459649,22.4164877,22.4813896,23.5785911,23.8298189,24.055966,23.9621196,24.0940175,0.243815027,-2.02045E-06,-1.55844E-06,23.0652332,0.041103378,21.3531969,23.2504841,21.3451516,0.004557719,24.3191403,24.2242738,23.9614197,22.8269955,22.966013,23.1862803,23.4015354,24.3494805,24.3751932,24.2753023,24.0492681,22.8936058,22.993438,23.152279,23.2175056,23.8352838,23.9975904,24.1140221,23.9937688,23.9462922
2024-12-16 09:10:28.594,7,21.7709373,22.2098459,22.3331648,22.4148635,22.4658976,23.5715982,23.8123714,24.0388671,23.9540847,24.0979924,0.248710712,-5.9629E-07,-9.01137E-07,23.0676095,0.041105148,21.343179,23.2248327,21.3467483,0.004572909,24.3020698,24.2094331,23.9414563,22.8170516,22.9677146,23.1625285,23.3805138,24.3536174,24.3677235,24.2825436,24.0210814,22.8936949,23.0126773,23.1181038,23.2237841,23.8368974,23.9867969,24.126187,23.9807291,23.9600287
2024-12-16 09:10:38.594,8,21.7697296,22.198588,22.3297376,22.3864817,22.4789311,23.5637252,23.8133903,24.0210169,23.9458957,24.0922361,0.246979376,-6.79262E-07,-1.63263E-06,23.0813414,0.040871952,21.3383906,23.2377877,21.3625759,0.004566563,24.3071296,24.2178456,23.9439078,22.8263435,22.9342665,23.1685317,23.3632234,24.3435346,24.3540714,24.2818968,24.0333024,22.86719,22.9719148,23.1250639,23.1987474,23.8365728,23.9719758,24.0949824,23.97533,23.926731
2024-12-16 09:10:48.594,9,21.7686908,22.1957925,22.3290527,22.3856063,22.4886164,23.5710125,23.8092454,24.0214573,23.959687,24.0989576,0.250876774,-1.50783E-06,-1.20229E-06,23.0886751,0.040870176,21.3421298,23.2527416,21.3597421,0.004565496,24.3027792,24.2181764,23.9481079,22.8226692,22.9352051,23.1674162,23.3734338,24.3535739,24.3675394,24.2847678,24.0222012,22.8596746,22.9748559,23.0985286,23.1892211,23.8101773,23.9699893,24.1183897,23.9602428,23.9267965
2024-12-16 09:10:58.594,10,21.7755222,22.1954941,22.3165614,22.376432,22.4648363,23.5569933,23.7901751,24.0190625,23.9384192,24.097829,0.239400865,-9.53602E-07,-1.32825E-06,23.0877233,0.041102461,21.3431922,23.233054,21.3399297,0.004548239,24.2881151,24.2082855,23.9417008,22.7974233,22.925087,23.1550729,23.3495103,24.3454595,24.3594511,24.2786465,24.0326972,22.8678962,22.9521185,23.1186918,23.1999884,23.8144727,23.9796039,24.1123325,23.9855675,23.9496612
2024-12-16 09:11:08.594,11,21.7872089,22.1948661,22.3006061,22.3604934,22.4698555,23.5482825,23.7930656,24.0024689,23.9502671,24.0800419,0.244288959,-2.17576E-06,-1.55521E-06,23.0674028,0.041105139,21.3303935,23.2447128,21.3571511,0.004514443,24.3017413,24.1926304,23.9451728,22.7888258,22.9060417,23.1261294,23.3505307,24.3477906,24.3760088,24.2673112,24.0209755,22.8637382,22.9729121,23.090917,23.171132,23.8082497,23.9644841,24.1009096,23.9608453,23.9334696
2024-12-16 09:11:18.594,12,21.7571486,22.1601595,22.2823738,22.3759621,22.4463932,23.529425,23.7900942,24.0144829,23.9336029,24.0830727,0.250640913,-6.43901E-07,-2.56312E-07,23.0800891,0.041103717,9.9E+37,23.2399522,21.3642614,0.004630401,24.2910138,24.218704,23.9424893,22.7816071,22.9258622,23.146836,23.3314561,24.3384196,24.3720516,24.2874059,24.0348389,22.8536192,22.9404792,23.108171,23.1719628,23.8102987,23.9430663,24.092162,23.9578046,23.9339194
2024-12-16 09:11:28.594,13,21.7661916,22.1487024,22.2596041,22.355778,22.4449043,23.5434805,23.7881628,24.01416,23.9116547,24.0717814,0.243312962,-1.8827E-06,-2.05119E-06,23.0876249,0.041104675,21.3381855,23.251077,21.362235,0.004548037,24.2759592,24.2022768,23.9372967,22.774508,22.9066437,23.1231578,23.3425476,24.3492402,24.3464889,24.2689121,24.0106086,22.8308859,22.9223443,23.0913894,23.1606436,23.7903987,23.9568553,24.065713,23.9526287,23.9151325
2024-12-16 09:11:38.594,14,21.7946027,22.1409385,22.268332,22.338117,22.4163949,23.5212637,23.7656477,23.9964339,23.9206736,24.0674569,0.251845857,-1.1489E-06,-7.70092E-07,23.1030856,0.041102467,9.9E+37,23.2595321,21.3771823,0.004526752,24.2774833,24.200981,23.9184663,22.7706605,22.8922484,23.117745,23.3418212,24.3464315,24.3622614,24.2795038,24.024947,22.8227329,22.9253215,23.0768071,23.157889,23.7778514,23.9543667,24.0781156,23.9479032,23.9248472
2024-12-16 09:11:48.594,15,21.7786637,22.1304076,22.2572259,22.3346517,22.396151,23.5267436,23.7582069,23.972726,23.9271391,24.06776,0.246484334,-2.95626E-06,-2.01791E-06,23.0960048,0.041586566,9.9E+37,23.2468094,21.3530304,0.004558316,24.2928029,24.1887123,23.9348113,22.7590074,22.8904409,23.1350286,23.3212456,24.340614,24.3482279,24.2493078,24.017629,22.8187422,22.9167005,23.0528918,23.1621191,23.7765863,23.9327704,24.058942,23.9409111,23.9321129
2024-12-16 09:11:58.594,16,21.7894943,22.1380001,22.2616634,22.3345867,22.4195081,23.5204325,23.743987,23.982278,23.9212141,24.0701808,0.247726174,-1.21823E-06,-1.09921E-06,23.1067061,0.041102246,9.9E+37,23.2547929,21.3504472,0.00456899,24.2766981,24.1886738,23.9125534,22.7706695,22.8844094,23.0927147,23.3034641,24.3315146,24.3401996,24.2623803,24.0226375,22.8179921,22.9199994,23.0568268,23.1346737,23.7663817,23.9396472,24.0656404,23.9534255,23.9226316
2024-12-16 09:12:08.594,17,21.7811026,22.136114,22.2354483,22.3053559,22.4020994,23.5068501,23.7354094,23.9764516,23.8959227,24.0719496,0.247469723,-2.4746E-06,-2.12862E-06,23.0826951,0.041103229,9.9E+37,23.2726364,21.3775944,0.00457376,24.2675791,24.1817135,23.9139395,22.7410903,22.8673242,23.0754958,23.3131527,24.317047,24.3499994,24.2586001,23.9926475,22.8098273,22.9087557,23.0528898,23.141631,23.7568376,23.9375873,24.0511433,23.9284303,23.9149738
2024-12-16 09:12:18.594,18,21.784708,22.1185407,22.2154652,22.3285794,22.4039365,23.4857599,23.7466168,23.980565,23.8961528,24.0636106,0.246973152,-5.78725E-07,-8.56069E-07,23.1000029,0.041100704,9.9E+37,23.2564745,21.3844459,0.004628337,24.2690106,24.1663873,23.8945561,22.7537581,22.8611025,23.0834298,23.2948255,24.3264263,24.3470842,24.2623889,24.0018939,22.8185877,22.8909831,23.0518606,23.1225438,23.7692583,23.9328487,24.0476051,23.9283665,23.9002331
2024-12-16 09:12:28.594,19,22.5440818,22.1244204,22.19915,22.308911,22.4097342,23.4941186,23.741419,23.9625326,23.9042966,24.0557506,0.243068675,-2.39209E-06,-1.75536E-06,23.0881466,0.066487195,9.9E+37,23.2587356,21.3732312,0.004504539,24.2695327,24.1738849,23.9089236,22.739208,22.8491041,23.0869563,23.2904704,24.3169967,24.3541401,24.2572582,24.0153849,22.7934982,22.8965013,23.0512523,23.1161025,23.7567739,23.9156008,24.0347606,23.9251883,23.9121543
2024-12-16 09:12:38.594,20,28.9119769,22.3892674,22.2561099,22.3157518,22.4175957,23.4838548,23.7235242,23.9549142,23.8815168,24.0670497,0.256216238,-9.90812E-07,-1.7787E-06,23.0933117,0.12625025,21.3951688,23.2756873,21.3898492,0.004554559,24.2618046,24.1775713,23.9054189,22.7593924,22.8614397,23.0579318,23.2844533,24.2995713,24.3413959,24.2424922,24.020083,22.7857428,22.8965104,23.0282717,23.1011494,23.7561888,23.8966132,24.0284664,23.9206823,23.9882291
2024-12-16 09:12:48.594,21,37.9052927,23.1245208,22.3789961,22.3817293,22.4864943,23.4764365,23.7129486,23.9420249,23.881655,24.0561641,0.256961587,-1.00329E-06,-1.01392E-06,23.0945378,0.168884345,9.9E+37,23.2736887,21.3669373,0.004537874,24.2645951,24.1775544,23.9117785,22.8710527,22.9246372,23.0779897,23.2702708,24.3317904,24.3487521,24.2403586,23.9852205,22.8352435,22.9155194,23.0258891,23.1060998,23.7419078,23.9055347,24.0338012,23.9053517,24.0573019
2024-12-16 09:12:58.590,22,47.3463106,24.2023152,22.6230555,22.5084319,22.6194468,23.4862634,23.6987527,23.9564362,23.8563904,24.041608,0.275001451,-2.59687E-06,-1.82747E-06,23.0964866,0.203279383,21.3931923,23.2659931,21.3749546,0.004452612,24.2662098,24.1953237,23.9123124,23.0354892,22.9852144,23.0819517,23.2859667,24.3374131,24.3477416,24.2597672,24.0185613,22.8785472,22.9491294,23.0518417,23.1102,23.7358816,23.9058342,24.0196854,23.9156534,24.1703321
2024-12-16 09:13:08.594,23,55.7860763,25.5260757,22.9561045,22.6958428,22.8252898,23.5052034,23.7193566,23.9160505,23.8634342,24.0352905,0.275720862,-2.77876E-06,-1.76761E-06,23.095749,0.226222585,21.3934068,23.2714757,21.3853045,0.004519744,24.2683372,24.1775017,23.9040965,23.2423627,23.0814276,23.1139333,23.2849251,24.3264964,24.331445,24.2515552,24.0092612,22.9143676,22.9853566,23.0736178,23.1333415,23.7274301,23.8950616,24.0262598,23.8998178,24.2622216
2024-12-16 09:13:18.603,24,62.5771295,26.9733713,23.407216,22.9835829,23.0220273,23.5014592,23.6956919,23.908919,23.851849,24.0221475,0.286931328,-2.37961E-06,-1.53094E-06,23.091972,0.237923434,9.9E+37,23.2725131,21.386417,0.004527389,24.2753291,24.1789346,23.9031717,23.4966445,23.1691623,23.1241734,23.2940776,24.3126416,24.3406237,24.2537153,24.0141633,23.0019528,23.030902,23.0760032,23.1521448,23.727264,23.8818232,24.0160683,23.907528,24.3352502
2024-12-16 09:13:28.651,25,68.0413566,28.4989715,23.9575826,23.2984564,23.2708141,23.5050696,23.7168082,23.9044554,23.8654211,24.0159103,0.296480192,-2.86219E-06,-1.51176E-06,23.0793692,0.24645272,9.9E+37,23.2543466,21.3736106,0.004471535,24.2742652,24.1728399,23.9283411,23.8095503,23.3078155,23.160792,23.3219666,24.3114389,24.3462093,24.2387852,24.0127133,23.0938464,23.0872593,23.1083324,23.1712664,23.7494052,23.8733655,24.0167394,23.8985458,24.408093
2024-12-16 09:13:38.591,26,71.2637983,30.0575487,24.5536277,23.6929519,23.5851176,23.5444598,23.7167185,23.9046329,23.8733466,24.0274967,0.278900393,-2.79031E-06,-1.92569E-06,23.105849,0.232285045,21.4172378,23.2621057,21.3981635,0.004455407,24.2675944,24.175374,23.9428276,24.0899875,23.4156581,23.2122002,23.3288136,24.3170312,24.3474428,24.2536913,24.0236806,23.1717005,23.1465886,23.1419054,23.2316864,23.7354418,23.8739059,24.0173886,23.9003868,24.4901608
2024-12-16 09:13:48.593,27,72.4073993,31.5319361,25.2103431,24.1154133,23.8827541,23.5488189,23.7242436,23.8906161,23.8493797,24.0132071,0.279381277,-2.90957E-06,-1.71907E-06,23.0810332,0.221799719,21.4113308,23.2829717,21.4060764,0.004445658,24.2457106,24.1772401,23.9432866,24.4064291,23.5601863,23.2644734,23.355759,24.3233257,24.3474179,24.2552912,24.0374974,23.2854592,23.2241527,23.1918657,23.2932653,23.7469159,23.8629098,24.0148883,23.9137098,24.5321932
2024-12-16 09:13:58.590,28,72.8877123,32.9654775,25.9515728,24.5834488,24.2176768,23.5740195,23.7281533,23.9039301,23.8445103,24.0156787,0.278158569,-2.29872E-06,-1.09181E-06,23.0812975,0.224976657,21.4111334,23.2716095,21.4010146,0.004511547,24.2448097,24.169187,23.9533854,24.7115548,23.7005503,23.305085,23.3801077,24.310691,24.3252045,24.2470496,24.050655,23.4044976,23.3082422,23.1962921,23.3520514,23.7382399,23.8672907,23.9986926,23.9153752,24.6069962
2024-12-16 09:14:08.656,29,75.4609887,34.3738938,26.6824569,25.0728792,24.5808077,23.5942516,23.7353138,23.8779798,23.8486033,24.0108834,0.282558031,-8.85421E-07,-1.08049E-06,23.0969667,0.244990653,9.9E+37,23.2682553,21.3990714,0.004385512,24.2427327,24.1771001,23.9921354,25.0225215,23.8669446,23.3683701,23.4198235,24.3191758,24.3348575,24.2530718,24.0657869,23.5222291,23.3965717,23.2781638,23.4486833,23.738179,23.8730398,24.0152347,23.9162481,24.6671141
2024-12-16 09:14:18.615,30,79.1047839,35.8858039,27.5043251,25.5955008,24.9733514,23.626834,23.7430668,23.8761272,23.8819827,24.0152043,0.286445479,-2.687E-06,-2.00751E-06,23.095672,0.261555193,21.4084243,23.2737803,21.4024853,0.004479003,24.2608056,24.1903256,24.0288044,25.3905258,24.0598343,23.454698,23.470079,24.3170841,24.3445725,24.2563632,24.0914322,23.6688311,23.5074852,23.3261375,23.548049,23.7457955,23.867972,24.0022982,23.9352098,24.7198232
