Channels,Name,Function,Range/Arg1,Res/Arg2,NPLC,Channel Delay (Seconds),Scale,Function,Gain (M),Offset (B),Label,Test,Low,High,Delta,After N,Alarm,,,,,,,,,,,,,,,,,,,,,,,
101,T1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
102,T2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
103,T3,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
104,T4,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
105,T5,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
106,T6,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
107,T7,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
108,T8,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
109,T9,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
110,T10,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
111,V_aire,DC Voltage,Auto,5.5,1,0.0005,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
112,Flux_1,DC Voltage,Auto,5.5,1,0.0006,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
113,Flux_2,DC Voltage,Auto,5.5,1,0.0006,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
115,T_pared1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
116,T_aire,DC Voltage,Auto,5.5,1,0.0005,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
118,T_ext1,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
119,T_pared2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
120,T_ext2,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
121,P_diff,DC Current,Auto,5.5,1,0,FALSE,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
201,T11,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
202,T12,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
203,T13,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
204,T14,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
205,T15,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
206,T16,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
207,T17,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
208,T18,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
209,T19,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
210,T20,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
211,T21,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
212,T22,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
213,T23,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
214,T24,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
215,T25,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
216,T26,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
217,T27,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
218,T28,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
219,T29,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
220,T30,Temp (Type K),None,C,1,0.0006,FALSE,SCAL,1,0,°C,Off,0,0,None,1,None,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Control Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Data Logging,Immediately with Start Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Interval,00:00:00:10.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Data Logging,Immediately with Stop Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unstrained Infomation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channels,Offset,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Date/Time:,23-10-2019 12:59:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Temperature:,"31,34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Calibration ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Date/Time:,23-10-2019 12:45:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Temperature:,"31,34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Sweep Time (Sec),Scan Number,101 (°C)- T1,102 (°C)- T2,103 (°C)- T3,104 (°C)- T4,105 (°C)- T5,106 (°C)- T6,107 (°C)- T7,108 (°C)- T8,109 (°C)- T9,110 (°C)- T10,111 (Vdc)- V_aire,112 (Vdc)- Flux_1,113 (Vdc)- Flux_2,115 (°C)- T_pared1,116 (Vdc)- T_aire,118 (°C)- T_ext1,119 (°C)- T_pared2,120 (°C)- T_ext2,121 (Adc)- P_diff,201 (°C)- T11,202 (°C)- T12,203 (°C)- T13,204 (°C)- T14,205 (°C)- T15,206 (°C)- T16,207 (°C)- T17,208 (°C)- T18,209 (°C)- T19,210 (°C)- T20,211 (°C)- T21,212 (°C)- T22,213 (°C)- T23,214 (°C)- T24,215 (°C)- T25,216 (°C)- T26,217 (°C)- T27,218 (°C)- T28,219 (°C)- T29,220 (°C)- T30
2024-12-12 08:48:47.743,1,20.1355331,20.5744392,20.7281086,20.919491,21.1781704,22.6767302,22.8794704,22.9783843,22.8433412,22.8505802,0.274536469,-1.0761E-06,-1.49928E-06,21.7933055,0.038186991,19.3304378,21.8194316,19.0061405,8.14486E-09,22.9629091,22.8878454,22.6769038,21.778579,22.0708287,22.3848699,22.5297172,23.0243793,22.9871129,22.9066397,22.7201675,22.0162641,22.2062669,22.3938283,22.3537041,22.9229134,22.9699445,23.0123863,22.8597122,22.6984364
2024-12-12 08:48:57.753,2,20.1402021,20.5596387,20.7312331,20.930533,21.1767711,22.6995615,22.8782548,22.9795126,22.8465154,22.9005218,0.274806678,-1.43757E-06,-1.5834E-06,21.7931909,0.038686785,9.9E+37,21.8255673,19.0217606,0.004698385,22.9711055,22.9002923,22.6751683,21.7598789,22.0574885,22.3577224,22.5063879,23.0259067,22.9899015,22.9246425,22.7414481,22.0069331,22.1974373,22.3744491,22.3364592,22.8907078,22.9556492,23.0298535,22.8581466,22.7075847
2024-12-12 08:49:07.766,3,20.1165615,20.5352673,20.7120846,20.8996357,21.1487716,22.674631,22.881864,22.9650842,22.825155,22.8918805,0.278151118,-1.68741E-06,-1.56122E-06,21.8519974,0.038366058,19.3219295,21.8475723,19.0899211,0.004719813,22.9643927,22.8959895,22.6619925,21.7316877,22.0316996,22.3377696,22.486895,23.0104237,23.0128026,22.9162086,22.7237075,21.9763488,22.1705899,22.3496387,22.3041443,22.882609,22.9371752,22.9967393,22.8373565,22.7021454
2024-12-12 08:49:17.748,4,20.152051,20.556561,20.7172116,20.9165674,21.1478995,22.686837,22.8744659,22.9911824,22.8403944,22.8762769,0.277281673,-2.07754E-06,-1.28087E-06,21.8207076,0.03868468,19.3505549,21.8558221,19.100866,0.004741552,22.9797836,22.8867269,22.6616306,21.7310212,22.003025,22.3357533,22.4846437,23.015737,22.9952817,22.9212872,22.7356013,21.9510061,22.163294,22.3364055,22.3007398,22.8871015,22.9495469,23.008835,22.8567375,22.7075619
2024-12-12 08:49:27.748,5,20.1994044,20.5667742,20.7179067,20.8995836,21.129786,22.6860787,22.8640228,22.975191,22.833791,22.8756684,0.278581654,-1.21084E-06,-4.65476E-07,21.822614,0.038687067,19.3759362,21.8513996,19.151082,0.004641769,22.9723673,22.9083023,22.6630959,21.7101234,21.9968562,22.3039771,22.4771377,23.019575,22.9950176,22.9301622,22.7305319,21.9426292,22.1397992,22.3219018,22.2910576,22.8696159,22.9413276,23.0013308,22.8283082,22.7041068
2024-12-12 08:49:37.748,6,20.2039791,20.55088,20.7041082,20.8741269,21.1231821,22.6579268,22.8636142,22.9669585,22.8278323,22.8770487,0.279555925,-1.84781E-06,-8.15623E-07,21.8048514,0.038688298,19.3759734,21.8705438,19.1908765,0.004694662,22.9667058,22.8766701,22.6682635,21.6799398,21.9713098,22.2968294,22.4613877,23.0022007,22.9829038,22.9129462,22.7127647,21.9291864,22.1184309,22.3222296,22.2767912,22.8637574,22.9215478,23.002749,22.8221355,22.7026968
2024-12-12 08:49:47.748,7,20.1909025,20.5566659,20.6865913,20.8652282,21.1011814,22.64958,22.8572611,22.9804323,22.824173,22.8648062,0.280145564,-1.88409E-06,-1.42301E-06,21.8153868,0.038688094,19.3636089,21.8750319,19.2199025,0.004633143,22.9688548,22.8856058,22.659966,21.6625833,21.9659557,22.2733763,22.4259853,23.0221103,22.9869732,22.904833,22.7153398,21.9204751,22.0963915,22.2751268,22.2524982,22.8658826,22.9312809,22.9995826,22.831544,22.6971392
2024-12-12 08:49:57.748,8,20.1830685,20.526802,20.6659198,20.858447,21.0842645,22.6366865,22.8435602,22.9524699,22.7995265,22.8651305,0.271969313,-1.15722E-06,-6.69093E-07,21.8172587,0.038686495,19.3627457,21.8451929,19.2547287,0.004634721,22.9577822,22.8706936,22.6526435,21.6385912,21.9257586,22.2626971,22.4196527,23.0021697,22.9762208,22.9058269,22.7203397,21.9004275,22.0824284,22.2742641,22.2441623,22.8670861,22.9259716,22.9938341,22.8363896,22.6930795
2024-12-12 08:50:07.748,9,20.2089484,20.5174245,20.6702947,20.8454655,21.0737676,22.623905,22.835059,22.9588101,22.8212147,22.854276,0.276279493,-1.3784E-06,-9.76251E-07,21.833112,0.03868595,19.3479139,21.8659184,19.2566126,0.004683278,22.9595232,22.8754555,22.654984,21.6497106,21.9210317,22.2361472,22.4117204,23.0144454,22.9841287,22.9036722,22.7161209,21.86321,22.0561197,22.2628602,22.2422763,22.8389738,22.9135301,22.9805923,22.8114533,22.6967127
2024-12-12 08:50:17.748,10,20.2104402,20.5414303,20.669582,20.8361623,21.0612363,22.6162057,22.8333905,22.9431222,22.8092601,22.911849,0.276465909,-1.23557E-06,-5.06153E-07,21.8697927,0.038685232,9.9E+37,21.8667368,19.3009084,0.004635778,22.9560106,22.8693328,22.6480969,21.6200585,21.9108448,22.2276662,22.3875375,23.0233056,22.9849268,22.8981624,22.7160311,21.8592107,22.0555644,22.2363851,22.2244826,22.8374142,22.9152627,22.9863047,22.811076,22.683424
2024-12-12 08:50:27.748,11,20.2198336,20.5335731,20.6510473,20.8269644,21.0542613,22.6068623,22.8056576,22.9432191,22.8097605,22.9037892,0.273530738,-8.11E-07,-8.2741E-07,21.8203376,0.03894015,19.3655013,21.8682374,19.3177222,0.004666635,22.9618952,22.8825166,22.6427019,21.6311515,21.8869825,22.2050296,22.3858196,23.0018474,22.9867061,22.9028055,22.6944581,21.8469415,22.0332572,22.2129203,22.1891024,22.8380701,22.8930957,22.9734771,22.7962753,22.6779735
2024-12-12 08:50:37.748,12,20.225664,20.536967,20.6488285,20.8306251,21.0392255,22.6110274,22.7970705,22.9555744,22.80039,22.896362,0.277248002,-1.14636E-06,-3.65863E-07,21.8753913,0.038686236,9.9E+37,21.8834218,19.3306657,0.00466358,22.971382,22.8830822,22.6433841,21.5980995,21.8964509,22.1902367,22.3699313,22.9993502,22.9933938,22.8871947,22.700886,21.8213565,22.0066278,22.2043788,22.1900139,22.8125149,22.8986352,22.9587829,22.7938052,22.6763561
2024-12-12 08:50:47.748,13,20.2285334,20.5033986,20.6356664,20.7988134,21.0393618,22.592217,22.7864728,22.927128,22.7982562,22.8887421,0.27776724,-5.58848E-07,-2.8058E-07,21.8480698,0.038689478,19.3050831,21.8850628,19.3316508,0.004725106,22.9689545,22.8797333,22.6473903,21.5879243,21.8672118,22.1824765,22.3636161,23.0192138,22.983855,22.9040394,22.7071661,21.8169322,21.9955428,22.2043159,22.195353,22.8158619,22.8937329,22.9528522,22.7996234,22.6875301
2024-12-12 08:50:57.748,14,20.2368663,20.5307078,20.6348011,20.8012138,21.0260532,22.6022674,22.7945922,22.923746,22.8032569,22.8475787,0.278412821,-6.03917E-07,-6.50372E-07,21.8370004,0.038688058,9.9E+37,21.8789382,19.3187629,0.004681007,22.9462602,22.865793,22.654027,21.5622401,21.8506534,22.1508477,22.3459312,23.0084853,22.9917707,22.910363,22.7179212,21.8157369,21.9905408,22.175504,22.1772245,22.8175668,22.8839636,22.9713625,22.8089383,22.699096
2024-12-12 08:51:07.748,15,20.22825,20.5036691,20.6220387,20.7707625,20.9945679,22.5601938,22.768425,22.909694,22.7882914,22.8485177,0.276534891,-9.89887E-07,-1.32524E-06,21.8220112,0.038186232,19.3047199,21.8871664,19.3045219,0.00464795,22.9703744,22.869263,22.657165,21.563762,21.8232726,22.1442215,22.3239805,23.0091811,22.9888767,22.9001625,22.7023381,21.7872711,21.9575105,22.1577153,22.1488709,22.797467,22.8878605,22.9564267,22.7946772,22.6641609
2024-12-12 08:51:17.748,16,20.219211,20.5159805,20.6146373,20.7471002,20.9734591,22.5576285,22.7691597,22.8976815,22.7710656,22.8403732,0.276294572,-4.77032E-07,-3.36511E-07,21.8236995,0.038191589,9.9E+37,21.8893683,19.2682729,0.004623829,22.9599143,22.8751297,22.6358892,21.5423453,21.8000812,22.1163652,22.3268492,23.0064227,22.9951328,22.8920702,22.7044084,21.7611969,21.945807,22.1509377,22.1468565,22.7894028,22.8685161,22.9379953,22.7847316,22.6858657
2024-12-12 08:51:27.748,17,20.2079937,20.5096733,20.6034228,20.7656723,20.9737252,22.543444,22.7544103,22.9064073,22.7648747,22.8339939,0.274614876,-1.19281E-06,-8.87963E-07,21.830177,0.038687792,19.2946933,21.8781569,19.3116828,0.004600856,22.9571567,22.8760117,22.6201341,21.5265673,21.7939489,22.0945165,22.3038131,23.0026357,22.9925577,22.8958685,22.6973,21.753449,21.9372204,22.1290941,22.1150769,22.7947936,22.8882344,22.9278653,22.7712182,22.6803664
2024-12-12 08:51:37.748,18,20.2023707,20.5045519,20.6093926,20.7433497,20.9559909,22.5209037,22.7515821,22.8925568,22.7656023,22.880522,0.277673947,-1.68556E-06,-5.59311E-07,21.8933474,0.038185349,19.3200334,21.8902622,19.3322707,0.004675758,22.9567619,22.8741123,22.6420897,21.5356002,21.782863,22.1080277,22.2953129,23.0088514,22.9787277,22.9104672,22.7128378,21.7414654,21.9261207,22.1195209,22.1191889,22.7736259,22.8539313,22.947765,22.7701937,22.677686
2024-12-12 08:51:47.748,19,21.5343616,20.5256923,20.6004332,20.7483208,20.9560914,22.5196423,22.7614922,22.886257,22.7615025,22.8350191,0.278885926,-1.6324E-06,-1.77523E-06,21.8374259,0.070853921,19.3268309,21.8858385,19.3459792,0.004618122,22.9537583,22.8594872,22.6290599,21.5065414,21.7738493,22.0754259,22.2830199,23.0092297,22.9760573,22.9082116,22.6831141,21.7024539,21.9147686,22.0889489,22.0809704,22.7422598,22.8275822,22.9215692,22.7530239,22.6728323
2024-12-12 08:51:57.748,20,28.5702977,20.8771917,20.6425604,20.7577944,20.9663601,22.508971,22.7268611,22.8801578,22.740807,22.8307754,0.290289215,-3.46911E-07,-7.8812E-07,21.832427,0.125772894,9.9E+37,21.8931954,19.3552002,0.004652116,22.9402067,22.8645163,22.6138983,21.5424736,21.7777065,22.0791198,22.2611729,22.992294,22.9831717,22.8848167,22.7024886,21.7110008,21.8979665,22.0773778,22.0982496,22.7582884,22.8304643,22.9241011,22.7675664,22.7497586
2024-12-12 08:52:07.749,21,37.5445949,21.7239428,20.8098061,20.8376549,21.073166,22.5185974,22.7291072,22.8828142,22.7391826,22.8500766,0.304612338,-1.81359E-06,-4.96677E-07,21.8842587,0.160586299,19.3365223,21.9048588,19.3928815,0.004572256,22.9567044,22.8560869,22.616437,21.6745265,21.8325984,22.0624425,22.2553472,23.0117759,22.970728,22.8928036,22.6995876,21.7287378,21.9182856,22.0649141,22.07132,22.7371072,22.8327742,22.911699,22.7507383,22.8530114
2024-12-12 08:52:17.748,22,45.8980839,22.8347416,21.076647,20.99612,21.224266,22.5239113,22.7248572,22.8696112,22.7272444,22.8292719,0.313192701,-1.2321E-06,-1.03334E-06,21.8393768,0.186479762,19.3098182,21.8905586,19.3958582,0.004547998,22.9684258,22.8587537,22.6302157,21.8571199,21.8998273,22.071832,22.2630824,23.0157957,22.987616,22.8988767,22.7037746,21.7789805,21.9298457,22.0942122,22.0885488,22.7453495,22.8336575,22.91717,22.7574145,22.9589687
2024-12-12 08:52:27.748,23,53.2832712,24.1885185,21.4656984,21.2233484,21.3910207,22.512773,22.7195904,22.8511044,22.7224685,22.814662,0.322957781,-9.67006E-07,-6.76951E-07,21.8305191,0.205209925,9.9E+37,21.8855711,19.4138761,0.004584497,22.952044,22.8683923,22.6143201,22.0865974,22.0064346,22.0949674,22.2732382,22.9986418,22.9869867,22.9069454,22.6920541,21.8264482,21.9685215,22.0870704,22.0879571,22.7395581,22.8278761,22.902395,22.7474708,23.0442506
2024-12-12 08:52:37.748,24,57.9651009,25.6305515,21.9855356,21.5285727,21.6426265,22.54754,22.726909,22.8571237,22.7430147,22.8230454,0.319066494,-1.24897E-06,-1.19905E-06,21.835868,0.193745309,9.9E+37,21.8910671,19.4541126,0.00462147,22.9528494,22.8602169,22.6168127,22.3405191,22.1044003,22.1048873,22.2661086,22.9997741,22.9825736,22.8816394,22.6943336,21.9049533,22.0037769,22.1044685,22.1153009,22.743168,22.8123584,22.9141704,22.7633141,23.130731
2024-12-12 08:52:47.748,25,59.6154696,26.9711981,22.5160536,21.8729813,21.8765643,22.5552727,22.7354456,22.8377828,22.7333618,22.8192454,0.31670299,-1.43156E-06,-8.61385E-07,21.8477467,0.177166254,9.9E+37,21.9030635,19.444129,0.004612817,22.9435784,22.8542102,22.6399642,22.5974685,22.2198715,22.1313276,22.2758858,22.990545,22.9762901,22.8914688,22.7137075,21.9920594,22.0521381,22.1195882,22.1531134,22.737629,22.8296559,22.8907988,22.7426333,23.1650183
2024-12-12 08:52:57.748,26,59.4519081,28.160956,23.1106911,22.2384812,22.1521717,22.5685915,22.739738,22.8443209,22.7235286,22.8298055,0.309994763,-1.69134E-06,-1.30306E-06,21.8366534,0.168151585,19.3964457,21.9128589,19.4804074,0.004645417,22.9664989,22.8556511,22.6514228,22.863608,22.3288798,22.1916819,22.2906829,23.0026757,22.975826,22.8991806,22.7224159,22.0760233,22.1100796,22.1553254,22.1776901,22.7380885,22.8042986,22.8895911,22.7708759,23.2138367
2024-12-12 08:53:07.748,27,60.949573,29.3111987,23.7286359,22.6618304,22.4247135,22.6009291,22.7402131,22.8389156,22.7253481,22.8314913,0.311001199,-2.65233E-06,-1.19258E-06,21.8542351,0.196437516,19.3719962,21.9254254,19.4583547,0.004491088,22.9495035,22.8592393,22.6831146,23.1498744,22.4665081,22.2310144,22.3282543,23.0016928,22.9755007,22.9027876,22.7321762,22.1840449,22.1853446,22.1792188,22.2399056,22.7304273,22.7998536,22.8960352,22.762957,23.2671093
2024-12-12 08:53:17.766,28,65.1942794,30.6395188,24.4169466,23.0930471,22.7563959,22.6032653,22.7351461,22.8237111,22.7329266,22.8159464,0.320811138,-1.56052E-06,-1.15213E-06,21.8436302,0.215950314,9.9E+37,21.9144072,19.4681432,0.004567338,22.9328099,22.872952,22.7083243,23.4543227,22.6036804,22.2746711,22.3566966,23.0026793,22.9884091,22.9158001,22.7483624,22.3011743,22.261114,22.2413948,22.3123779,22.7275425,22.8128846,22.8855175,22.7677693,23.3691179
2024-12-12 08:53:27.742,29,68.541268,32.1732895,25.1782991,23.6082963,23.1236125,22.6362477,22.7373507,22.8347801,22.7277049,22.8211441,0.317328536,-1.19258E-06,-1.27393E-06,21.8373389,0.215204227,9.9E+37,21.9150728,19.4970171,0.004540606,22.947808,22.8668937,22.7179143,23.7708656,22.7761817,22.3487312,22.3925098,22.9967474,22.9783064,22.9033723,22.7612484,22.4273389,22.3402132,22.2797748,22.4054765,22.7478829,22.7871953,22.8935271,22.7738164,23.4238104
2024-12-12 08:53:37.742,30,70.0537318,33.6402039,25.9777713,24.1539648,23.5332381,22.6609022,22.7514089,22.824428,22.7295633,22.84268,0.323425688,-1.80181E-06,-1.37932E-06,21.881851,0.205944072,9.9E+37,21.9126309,19.4612591,0.004605634,22.9501008,22.8692367,22.7603487,24.1404204,22.9725818,22.4189605,22.4311375,22.9907543,22.9971107,22.9042294,22.7753036,22.5603349,22.4498849,22.3351667,22.4955296,22.7444141,22.8012159,22.8792977,22.7836766,23.4797062
